location,buckwalter,part of speech,treebank,arabic,meaning
(18:77:23:2),hi,PRON,SUFFIX|PRON:3MS
(18:77:24:1),>ajorFA,N,STEM|POS:N|LEM:>ajor|ROOT:Ajr|M|INDEF|ACC
(18:78:1:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
(18:78:2:1),ha`*aA,DEM,STEM|POS:DEM|LEM:ha`*aA|MS
(18:78:3:1),firaAqu,N,STEM|POS:N|VN|(III)|LEM:firaAq|ROOT:frq|M|NOM
(18:78:4:1),bayoni,N,STEM|POS:N|LEM:bayon|ROOT:byn|GEN
(18:78:4:2),Y,PRON,SUFFIX|PRON:1S
(18:78:5:1),wa,CONJ,PREFIX|w:CONJ+
(18:78:5:2),bayoni,N,STEM|POS:N|LEM:bayon|ROOT:byn|GEN
(18:78:5:3),ka,PRON,SUFFIX|PRON:2MS
(18:78:6:1),sa,FUT,PREFIX|sa+
(18:78:6:2),>unab~i}u,V,STEM|POS:V|IMPF|(II)|LEM:nab~a>a|ROOT:nbA|1S
(18:78:6:3),ka,PRON,SUFFIX|PRON:2MS
(18:78:7:1),bi,P,PREFIX|bi+
(18:78:7:2),ta>owiyli,N,STEM|POS:N|VN|(II)|LEM:ta>owiyl|ROOT:Awl|M|GEN
(18:78:8:1),maA,REL,STEM|POS:REL|LEM:maA
(18:78:9:1),lamo,NEG,STEM|POS:NEG|LEM:lam
(18:78:10:1),tasotaTiE,V,STEM|POS:V|IMPF|(X)|LEM:{sotaTaAEa|ROOT:TwE|2MS|MOOD:JUS
(18:78:11:1),E~alayo,P,STEM|POS:P|LEM:EalaY`
(18:78:11:2),hi,PRON,SUFFIX|PRON:3MS
(18:78:12:1),SaborFA,N,STEM|POS:N|LEM:Sabor|ROOT:Sbr|M|INDEF|ACC
(18:79:1:1),>am~aA,COND,STEM|POS:COND|LEM:>am~aA
(18:79:2:1),{l,DET,PREFIX|Al+
(18:79:2:2),s~afiynapu,N,STEM|POS:N|LEM:safiynap|ROOT:sfn|F|NOM
(18:79:3:1),fa,REM,PREFIX|f:REM+
(18:79:3:2),kaAnato,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3FS
(18:79:4:1),li,P,PREFIX|l:P+
(18:79:4:2),masa`kiyna,N,STEM|POS:N|LEM:misokiyn|ROOT:skn|MP|GEN
(18:79:5:1),yaEomalu,V,STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|3MP
(18:79:5:2),wna,PRON,SUFFIX|PRON:3MP
(18:79:6:1),fiY,P,STEM|POS:P|LEM:fiY
(18:79:7:1),{lo,DET,PREFIX|Al+
(18:79:7:2),baHori,N,STEM|POS:N|LEM:baHor|ROOT:bHr|M|GEN
(18:79:8:1),fa,REM,PREFIX|f:REM+
(18:79:8:2),>arad,V,STEM|POS:V|PERF|(IV)|LEM:>araAda|ROOT:rwd|1S
(18:79:8:3),t~u,PRON,SUFFIX|PRON:1S
(18:79:9:1),>ano,SUB,STEM|POS:SUB|LEM:>an
(18:79:10:1),>aEiyba,V,STEM|POS:V|IMPF|LEM:>aEiyba|ROOT:Eyb|1S|MOOD:SUBJ
(18:79:10:2),haA,PRON,SUFFIX|PRON:3FS
(18:79:11:1),wa,CONJ,PREFIX|w:CONJ+
(18:79:11:2),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(18:79:12:1),waraA^'a,LOC,STEM|POS:LOC|LEM:waraA^'|ROOT:wry|ACC
(18:79:12:2),hum,PRON,SUFFIX|PRON:3MP
(18:79:13:1),m~alikN,N,STEM|POS:N|LEM:malik|ROOT:mlk|MS|INDEF|NOM
(18:79:14:1),ya>oxu*u,V,STEM|POS:V|IMPF|LEM:>axa*a|ROOT:Ax*|3MS
(18:79:15:1),kul~a,N,STEM|POS:N|LEM:kul~|ROOT:kll|M|ACC
(18:79:16:1),safiynapK,N,STEM|POS:N|LEM:safiynap|ROOT:sfn|F|INDEF|GEN
(18:79:17:1),gaSobFA,N,STEM|POS:N|LEM:gaSob|ROOT:gSb|M|INDEF|ACC
(18:80:1:1),wa,CONJ,PREFIX|w:CONJ+
(18:80:1:2),>am~aA,COND,STEM|POS:COND|LEM:>am~aA
(18:80:2:1),{lo,DET,PREFIX|Al+
(18:80:2:2),gula`mu,N,STEM|POS:N|LEM:gula`m|ROOT:glm|M|NOM
(18:80:3:1),fa,REM,PREFIX|f:REM+
(18:80:3:2),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(18:80:4:1),>abawaA,N,STEM|POS:N|LEM:>abawaAn|ROOT:Abw|MD|NOM
(18:80:4:2),hu,PRON,SUFFIX|PRON:3MS
(18:80:5:1),mu&ominayoni,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MD|ACC
(18:80:6:1),fa,CONJ,PREFIX|f:CONJ+
(18:80:6:2),xa$iy,V,STEM|POS:V|PERF|LEM:xa$iYa|ROOT:x$y|1P
(18:80:6:3),naA^,PRON,SUFFIX|PRON:1P
(18:80:7:1),>an,SUB,STEM|POS:SUB|LEM:>an
(18:80:8:1),yurohiqa,V,STEM|POS:V|IMPF|(IV)|LEM:yurohiqa|ROOT:rhq|3MS|MOOD:SUBJ
(18:80:8:2),humaA,PRON,SUFFIX|PRON:3D
(18:80:9:1),Tugoya`nFA,N,STEM|POS:N|VN|LEM:Tugoya`n|ROOT:Tgy|M|INDEF|ACC
(18:80:10:1),wa,CONJ,PREFIX|w:CONJ+
(18:80:10:2),kuforFA,N,STEM|POS:N|LEM:kufor|ROOT:kfr|M|INDEF|ACC
(18:81:1:1),fa,REM,PREFIX|f:REM+
(18:81:1:2),>arado,V,STEM|POS:V|PERF|(IV)|LEM:>araAda|ROOT:rwd|1P
(18:81:1:3),naA^,PRON,SUFFIX|PRON:1P
(18:81:2:1),>an,SUB,STEM|POS:SUB|LEM:>an
(18:81:3:1),yubodila,V,STEM|POS:V|IMPF|(IV)|LEM:yubodila|ROOT:bdl|3MS|MOOD:SUBJ
(18:81:3:2),humaA,PRON,SUFFIX|PRON:3D
(18:81:4:1),rab~u,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM
(18:81:4:2),humaA,PRON,SUFFIX|PRON:3D
(18:81:5:1),xayorFA,ADJ,STEM|POS:ADJ|LEM:xayor|ROOT:xyr|MS|INDEF|ACC
(18:81:6:1),m~ino,P,STEM|POS:P|LEM:min
(18:81:6:2),hu,PRON,SUFFIX|PRON:3MS
(18:81:7:1),zakaw`pF,N,STEM|POS:N|LEM:zakaw`p|ROOT:zkw|F|INDEF|ACC
(18:81:8:1),wa,CONJ,PREFIX|w:CONJ+
(18:81:8:2),>aqoraba,N,STEM|POS:N|LEM:>aqorab|ROOT:qrb|MS|ACC
(18:81:9:1),ruHomFA,N,STEM|POS:N|LEM:ruHom|ROOT:rHm|M|INDEF|ACC
(18:82:1:1),wa,CONJ,PREFIX|w:CONJ+
(18:82:1:2),>am~aA,COND,STEM|POS:COND|LEM:>am~aA
(18:82:2:1),{lo,DET,PREFIX|Al+
(18:82:2:2),jidaAru,N,STEM|POS:N|LEM:jidaAr|ROOT:jdr|M|NOM
(18:82:3:1),fa,REM,PREFIX|f:REM+
(18:82:3:2),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(18:82:4:1),li,P,PREFIX|l:P+
(18:82:4:2),gula`mayoni,N,STEM|POS:N|LEM:gula`m|ROOT:glm|MD|GEN
(18:82:5:1),yatiymayoni,ADJ,STEM|POS:ADJ|LEM:yatiym|ROOT:ytm|MD|NOM
(18:82:6:1),fiY,P,STEM|POS:P|LEM:fiY
(18:82:7:1),{lo,DET,PREFIX|Al+
(18:82:7:2),madiynapi,N,STEM|POS:N|LEM:madiynap|ROOT:mdn|FS|GEN
(18:82:8:1),wa,CONJ,PREFIX|w:CONJ+
(18:82:8:2),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(18:82:9:1),taHota,N,STEM|POS:N|LEM:taHot|ROOT:tHt|ACC
(18:82:9:2),hu,,PRON,SUFFIX|PRON:3MS
(18:82:10:1),kanzN,N,STEM|POS:N|LEM:kanz|ROOT:knz|M|INDEF|NOM
(18:82:11:1),l~a,P,PREFIX|l:P+
(18:82:11:2),humaA,PRON,STEM|POS:PRON|3D
(18:82:12:1),wa,CONJ,PREFIX|w:CONJ+
(18:82:12:2),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(18:82:13:1),>abuw,N,STEM|POS:N|LEM:>abN|ROOT:Abw|MS|NOM
(18:82:13:2),humaA,PRON,SUFFIX|PRON:3MD
(18:82:14:1),Sa`liHFA,N,STEM|POS:N|ACT|PCPL|LEM:Sa`liH|ROOT:SlH|M|INDEF|ACC
(18:82:15:1),fa,REM,PREFIX|f:REM+
(18:82:15:2),>araAda,V,STEM|POS:V|PERF|(IV)|LEM:>araAda|ROOT:rwd|3MS
(18:82:16:1),rab~u,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM
(18:82:16:2),ka,PRON,SUFFIX|PRON:2MS
(18:82:17:1),>an,SUB,STEM|POS:SUB|LEM:>an
(18:82:18:1),yaboluga,V,STEM|POS:V|IMPF|LEM:balaga|ROOT:blg|3MD|MOOD:SUBJ
(18:82:18:2),A^,PRON,SUFFIX|PRON:3MD
(18:82:19:1),>a$ud~a,N,STEM|POS:N|LEM:>a$ud~|ROOT:$dd|M|ACC
(18:82:19:2),humaA,PRON,SUFFIX|PRON:3MD
(18:82:20:1),wa,CONJ,PREFIX|w:CONJ+
(18:82:20:2),yasotaxorija,V,STEM|POS:V|IMPF|(X)|LEM:{sotaxoraja|ROOT:xrj|3MD|MOOD:SUBJ
(18:82:20:3),A,PRON,SUFFIX|PRON:3MD
(18:82:21:1),kanza,N,STEM|POS:N|LEM:kanz|ROOT:knz|M|ACC
(18:82:21:2),humaA,PRON,SUFFIX|PRON:3MD
(18:82:22:1),raHomapF,N,STEM|POS:N|LEM:raHomap|ROOT:rHm|F|INDEF|ACC
(18:82:23:1),m~in,P,STEM|POS:P|LEM:min
(18:82:24:1),r~ab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN
(18:82:24:2),ka,PRON,SUFFIX|PRON:2MS
(18:82:25:1),wa,CONJ,PREFIX|w:CONJ+
(18:82:25:2),maA,NEG,STEM|POS:NEG|LEM:maA
(18:82:26:1),faEalo,V,STEM|POS:V|PERF|LEM:faEala|ROOT:fEl|1S
(18:82:26:2),tu,PRON,SUFFIX|PRON:1S
(18:82:26:3),hu,,PRON,SUFFIX|PRON:3MS
(18:82:27:1),Eano,P,STEM|POS:P|LEM:Ean
(18:82:28:1),>amori,N,STEM|POS:N|LEM:>amor|ROOT:Amr|M|GEN
(18:82:28:2),Y,PRON,SUFFIX|PRON:1S
(18:82:29:1),*a`lika,DEM,STEM|POS:DEM|LEM:*a`lik|MS
(18:82:30:1),ta>owiylu,N,STEM|POS:N|VN|(II)|LEM:ta>owiyl|ROOT:Awl|M|NOM
(18:82:31:1),maA,REL,STEM|POS:REL|LEM:maA
(18:82:32:1),lamo,NEG,STEM|POS:NEG|LEM:lam
(18:82:33:1),tasoTiE,V,STEM|POS:V|IMPF|(X)|LEM:{sotaTaAEa|ROOT:TwE|2MS
(18:82:34:1),E~alayo,P,STEM|POS:P|LEM:EalaY`
(18:82:34:2),hi,PRON,SUFFIX|PRON:3MS
(18:82:35:1),SaborFA,N,STEM|POS:N|LEM:Sabor|ROOT:Sbr|M|INDEF|ACC
(18:83:1:1),wa,CONJ,PREFIX|w:CONJ+
(18:83:1:2),yaso_#alu,V,STEM|POS:V|IMPF|LEM:sa>ala|ROOT:sAl|3MP
(18:83:1:3),wna,PRON,SUFFIX|PRON:3MP
(18:83:1:4),ka,PRON,SUFFIX|PRON:2MS
(18:83:2:1),Ean,P,STEM|POS:P|LEM:Ean
(18:83:3:1),*iY,N,STEM|POS:N|LEM:*uw|MS|GEN
(18:83:4:1),{lo,DET,PREFIX|Al+
(18:83:4:2),qaronayoni,N,STEM|POS:N|LEM:qaron|ROOT:qrn|MD|GEN
(18:83:5:1),qulo,V,STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS
(18:83:6:1),sa,FUT,PREFIX|sa+
(18:83:6:2),>atoluwA@,V,STEM|POS:V|IMPF|LEM:talaY`|ROOT:tlw|1S
(18:83:7:1),Ealayo,P,STEM|POS:P|LEM:EalaY`
(18:83:7:2),kum,PRON,SUFFIX|PRON:2MP
(18:83:8:1),m~ino,P,STEM|POS:P|LEM:min
(18:83:8:2),hu,PRON,SUFFIX|PRON:3MS
(18:83:9:1),*ikorFA,N,STEM|POS:N|VN|LEM:*ikor|ROOT:*kr|M|INDEF|ACC
(18:84:1:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~
(18:84:1:2),A,PRON,SUFFIX|PRON:1P
(18:84:2:1),mak~a,V,STEM|POS:V|PERF|(II)|LEM:mak~a|ROOT:mkn|1P
(18:84:2:2),n~aA,PRON,SUFFIX|PRON:1P
(18:84:3:1),la,P,PREFIX|l:P+
(18:84:3:2),hu,,PRON,STEM|POS:PRON|3MS
(18:84:4:1),fiY,P,STEM|POS:P|LEM:fiY
(18:84:5:1),{lo,DET,PREFIX|Al+
(18:84:5:2),>aroDi,N,STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
(18:84:6:1),wa,CONJ,PREFIX|w:CONJ+
(18:84:6:2),'aAtayo,V,STEM|POS:V|PERF|(IV)|LEM:A^taY|ROOT:Aty|1P
(18:84:6:3),na`,PRON,SUFFIX|PRON:1P
(18:84:6:4),hu,PRON,SUFFIX|PRON:3MS
(18:84:7:1),min,P,STEM|POS:P|LEM:min
(18:84:8:1),kul~i,N,STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN
(18:84:9:1),$aYo'K,N,STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(18:84:10:1),sababFA,N,STEM|POS:N|LEM:sabab|ROOT:sbb|M|INDEF|ACC
(18:85:1:1),fa,REM,PREFIX|f:REM+
(18:85:1:2),>atobaEa,V,STEM|POS:V|PERF|(IV)|LEM:>atobaEa|ROOT:tbE|3MS
(18:85:2:1),sababFA,N,STEM|POS:N|LEM:sabab|ROOT:sbb|M|INDEF|ACC
(18:86:1:1),Hat~aY`^,INC,STEM|POS:INC|LEM:Hat~aY`
(18:86:2:1),<i*aA,T,STEM|POS:T|LEM:<i*aA
(18:86:3:1),balaga,V,STEM|POS:V|PERF|LEM:balaga|ROOT:blg|3MS
(18:86:4:1),magoriba,N,STEM|POS:N|LEM:magorib|ROOT:grb|M|ACC
(18:86:5:1),{l,DET,PREFIX|Al+
(18:86:5:2),$~amosi,N,STEM|POS:N|LEM:$amos|ROOT:$ms|F|GEN
(18:86:6:1),wajada,V,STEM|POS:V|PERF|LEM:wajada|ROOT:wjd|3MS
(18:86:6:2),haA,PRON,SUFFIX|PRON:3FS
(18:86:7:1),tagorubu,V,STEM|POS:V|IMPF|LEM:garabat|ROOT:grb|3FS
(18:86:8:1),fiY,P,STEM|POS:P|LEM:fiY
(18:86:9:1),EayonK,N,STEM|POS:N|LEM:Eayon|ROOT:Eyn|F|INDEF|GEN
(18:86:10:1),Hami}apK,ADJ,STEM|POS:ADJ|LEM:Hami}ap|ROOT:HmA|FS|INDEF|GEN
(18:86:11:1),wa,CONJ,PREFIX|w:CONJ+
(18:86:11:2),wajada,V,STEM|POS:V|PERF|LEM:wajada|ROOT:wjd|3MS
(18:86:12:1),Einda,LOC,STEM|POS:LOC|LEM:Eind|ROOT:End|ACC
(18:86:12:2),haA,PRON,SUFFIX|PRON:3FS
(18:86:13:1),qawomFA,N,STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|ACC
(18:86:14:1),qulo,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|1P
(18:86:14:2),naA,PRON,SUFFIX|PRON:1P
(18:86:15:1),ya`,VOC,PREFIX|ya+
(18:86:15:2),*aA,N,STEM|POS:N|LEM:*aA|MS|ACC
(18:86:16:1),{lo,DET,PREFIX|Al+
(18:86:16:2),qaronayoni,N,STEM|POS:N|LEM:qaron|ROOT:qrn|MD|GEN
(18:86:17:1),<im~aA^,EXL,STEM|POS:EXL|LEM:<im~aA
(18:86:18:1),>an,SUB,STEM|POS:SUB|LEM:>an
(18:86:19:1),tuEa*~iba,V,STEM|POS:V|IMPF|(II)|LEM:Ea*~aba|ROOT:E*b|2MS|MOOD:SUBJ
(18:86:20:1),wa,CONJ,PREFIX|w:CONJ+
(18:86:20:2),<im~aA^,EXL,STEM|POS:EXL|LEM:<im~aA
(18:86:21:1),>an,SUB,STEM|POS:SUB|LEM:>an
(18:86:22:1),tat~axi*a,V,STEM|POS:V|IMPF|(VIII)|LEM:{t~axa*a|ROOT:Ax*|2MS|MOOD:SUBJ
(18:86:23:1),fiy,P,STEM|POS:P|LEM:fiY
(18:86:23:2),himo,PRON,SUFFIX|PRON:3MP
(18:86:24:1),HusonFA,N,STEM|POS:N|LEM:Huson|ROOT:Hsn|M|INDEF|ACC
(18:87:1:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
(18:87:2:1),>am~aA,EXL,STEM|POS:EXL|LEM:>am~aA
(18:87:3:1),man,COND,STEM|POS:COND|LEM:man
(18:87:4:1),Zalama,V,STEM|POS:V|PERF|LEM:Zalama|ROOT:Zlm|3MS
(18:87:5:1),fa,REM,PREFIX|f:REM+
(18:87:5:2),sawofa,FUT,STEM|POS:FUT|LEM:sawof
(18:87:6:1),nuEa*~ibu,V,STEM|POS:V|IMPF|(II)|LEM:Ea*~aba|ROOT:E*b|1P
(18:87:6:2),hu,,PRON,SUFFIX|PRON:3MS
(18:87:7:1),vum~a,CONJ,STEM|POS:CONJ|LEM:vum~
(18:87:8:1),yurad~u,V,STEM|POS:V|IMPF|PASS|LEM:rad~a|ROOT:rdd|3MS
(18:87:9:1),<ilaY`,P,STEM|POS:P|LEM:<ilaY`
(18:87:10:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN
(18:87:10:2),hi.,PRON,SUFFIX|PRON:3MS
(18:87:11:1),fa,CONJ,PREFIX|f:CONJ+
(18:87:11:2),yuEa*~ibu,V,STEM|POS:V|IMPF|(II)|LEM:Ea*~aba|ROOT:E*b|3MS
(18:87:11:3),hu,,PRON,SUFFIX|PRON:3MS
(18:87:12:1),Ea*aAbFA,N,STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|ACC
(18:87:13:1),n~ukorFA,ADJ,STEM|POS:ADJ|LEM:n~ukor|ROOT:nkr|MS|INDEF|ACC
(18:88:1:1),wa,CONJ,PREFIX|w:CONJ+
(18:88:1:2),>am~aA,EXL,STEM|POS:EXL|LEM:>am~aA
(18:88:2:1),mano,COND,STEM|POS:COND|LEM:man
(18:88:3:1),'aAmana,V,STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MS
(18:88:4:1),wa,CONJ,PREFIX|w:CONJ+
(18:88:4:2),Eamila,V,STEM|POS:V|PERF|LEM:Eamila|ROOT:Eml|3MS
(18:88:5:1),Sa`liHFA,N,STEM|POS:N|ACT|PCPL|LEM:Sa`liH|ROOT:SlH|M|INDEF|ACC
(18:88:6:1),fa,REM,PREFIX|f:REM+
(18:88:6:2),la,P,PREFIX|l:P+
(18:88:6:3),hu,,PRON,STEM|POS:PRON|3MS
(18:88:7:1),jazaA^'F,N,STEM|POS:N|LEM:jazaA^'|ROOT:jzy|M|INDEF|ACC
(18:88:8:1),{lo,DET,PREFIX|Al+
(18:88:8:2),HusonaY`,ADJ,STEM|POS:ADJ|LEM:HusonaY`|ROOT:Hsn|FS|NOM
(18:88:9:1),wa,CONJ,PREFIX|w:CONJ+
(18:88:9:2),sa,FUT,PREFIX|sa+
(18:88:9:3),naquwlu,V,STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|1P
(18:88:10:1),la,P,PREFIX|l:P+
(18:88:10:2),hu,,PRON,STEM|POS:PRON|3MS
(18:88:11:1),mino,P,STEM|POS:P|LEM:min
(18:88:12:1),>amori,N,STEM|POS:N|LEM:>amor|ROOT:Amr|M|GEN
(18:88:12:2),naA,PRON,SUFFIX|PRON:1P
(18:88:13:1),yusorFA,N,STEM|POS:N|LEM:yusor|ROOT:ysr|M|INDEF|ACC
(18:89:1:1),vum~a,CONJ,STEM|POS:CONJ|LEM:vum~
(18:89:2:1),>atobaEa,V,STEM|POS:V|PERF|(IV)|LEM:>atobaEa|ROOT:tbE|3MS
(18:89:3:1),sababFA,N,STEM|POS:N|LEM:sabab|ROOT:sbb|M|INDEF|ACC
(18:90:1:1),Hat~aY`^,INC,STEM|POS:INC|LEM:Hat~aY`
(18:90:2:1),<i*aA,T,STEM|POS:T|LEM:<i*aA
(18:90:3:1),balaga,V,STEM|POS:V|PERF|LEM:balaga|ROOT:blg|3MS
(18:90:4:1),maToliEa,N,STEM|POS:N|LEM:maToliE|ROOT:TlE|M|ACC
(18:90:5:1),{l,DET,PREFIX|Al+
(18:90:5:2),$~amosi,N,STEM|POS:N|LEM:$amos|ROOT:$ms|F|GEN
(18:90:6:1),wajada,V,STEM|POS:V|PERF|LEM:wajada|ROOT:wjd|3MS
(18:90:6:2),haA,PRON,SUFFIX|PRON:3FS
(18:90:7:1),taToluEu,V,STEM|POS:V|IMPF|LEM:TalaEat|ROOT:TlE|3FS
